trainer/global_step,_step,lr-AdamW/pg4,lr-AdamW/pg1,lr-AdamW/pg2,_runtime,lr-AdamW/pg3,_timestamp,epoch,train/loss_step,val/age_loss,val/medae,val/recon_loss,val/loss,val/mae,val/r2,train/recon_loss,train/age_loss,train/loss_epoch,train/mae,train/r2,train/medae,test/mae,test/loss,test/r2,test/recon_loss,test/medae,test/age_loss
359,190,0.0,7.18e-05,7.18e-05,1116.555916498,0.0,1778837859.2589335,,,,,,,,,,,,,,,,,,,,
359,191,,,,1117.22589995,,1778837859.9289572,6.0,0.043147824704647064,,,,,,,,,,,,,,,,,,
369,192,0.0,7.38e-05,7.38e-05,1141.361546449,0.0,1778837884.0644577,,,,,,,,,,,,,,,,,,,,
369,193,0.0,7.38e-05,7.38e-05,1142.032449776,0.0,1778837884.735333,,,,,,,,,,,,,,,,,,,,
369,194,0.0,7.38e-05,7.38e-05,1142.70373061,0.0,1778837885.4066103,,,,,,,,,,,,,,,,,,,,
369,195,0.0,7.38e-05,7.38e-05,1143.373418417,0.0,1778837886.0764427,,,,,,,,,,,,,,,,,,,,
369,196,,,,1144.043506196,,1778837886.7465763,6.0,0.06501351296901703,,,,,,,,,,,,,,,,,,
379,197,0.0,7.58e-05,7.58e-05,1168.176375766,0.0,1778837910.879192,,,,,,,,,,,,,,,,,,,,
379,198,0.0,7.58e-05,7.58e-05,1168.84739692,0.0,1778837911.5502715,,,,,,,,,,,,,,,,,,,,
379,199,0.0,7.58e-05,7.58e-05,1169.518696183,0.0,1778837912.2216074,,,,,,,,,,,,,,,,,,,,
379,200,0.0,7.58e-05,7.58e-05,1170.188812025,0.0,1778837912.8918228,,,,,,,,,,,,,,,,,,,,
379,201,,,,1170.859568781,,1778837913.5626237,6.0,0.05295848473906517,,,,,,,,,,,,,,,,,,
